VE_REF beta.VE_REF
DNK001 1
DNK001 1
DNK001 1
DNK002 1
DNK002 1
DNK002 1
DNK003 1
DNK003 1
DNK003 1
DNK004 1
DNK004 1
DNK004 1
DNK005 1
DNK005 1
DNK005 1
DNK006 1
DNK006 1
DNK006 1
DNK007 1
DNK007 1
DNK007 1
DNK008 1
DNK008 1
DNK008 1
DNK009 1
DNK009 1
DNK009 1
DNK010 1
DNK010 1
DNK010 1
DNK011 1
DNK011 1
DNK011 1
DNK012 1
DNK012 1
DNK012 1
DNK013 1
DNK013 1
DNK013 1
DNK014 1
DNK014 1
DNK014 1
DNK015 1
DNK015 1
DNK015 1
DNK016 1
DNK016 1
DNK016 1
DNK017 1
DNK017 1
DNK017 1
DNK018 1
DNK018 1
DNK018 1
DNK019 1
DNK019 1
DNK019 1
DNK020 1
DNK020 1
DNK020 1
DNK021 1
DNK021 1
DNK021 1
DNK022 1
DNK022 1
DNK022 1
DNK023 1
DNK023 1
DNK023 1
DNK024 1
DNK024 1
DNK024 1
DNK025 1
DNK025 1
DNK025 1
DNK026 1
DNK026 1
DNK026 1
DNK027 1
DNK027 1
DNK027 1
DNK028 1
DNK028 1
DNK028 1
DNK029 1
DNK029 1
DNK029 1
DNK030 1
DNK030 1
DNK030 1
DNK010 1
DNK010 1
DNK010 1
DNK011 1
DNK011 1
DNK011 1
DNK012 1
DNK012 1
DNK012 1
DNK013 1
DNK013 1
DNK013 1
DNK014 1
DNK014 1
DNK014 1
DNK015 1
DNK015 1
DNK015 1
DNK016 1
DNK016 1
DNK016 1
DNK017 1
DNK017 1
DNK017 1
DNK018 1
DNK018 1
DNK018 1
DNK019 1
DNK019 1
DNK019 1
DNK020 1
DNK020 1
DNK020 1
DNK021 1
DNK021 1
DNK021 1
DNK022 1
DNK022 1
DNK022 1
DNK023 1
DNK023 1
DNK023 1
DNK024 1
DNK024 1
DNK024 1
DNK025 1
DNK025 1
DNK025 1
DNK026 1
DNK026 1
DNK026 1
DNK027 1
DNK027 1
DNK027 1
DNK028 1
DNK028 1
DNK028 1
DNK029 1
DNK029 1
DNK029 1
DNK030 1
DNK030 1
DNK030 1
DNK031 1
DNK031 1
DNK031 1
DNK032 1
DNK032 1
DNK032 1
DNK033 1
DNK033 1
DNK033 1
DNK034 1
DNK034 1
DNK034 1
DNK035 1
DNK035 1
DNK035 1
DNK036 1
DNK036 1
DNK036 1
DNK037 1
DNK037 1
DNK037 1
DNK038 1
DNK038 1
DNK038 1
DNK039 1
DNK039 1
DNK039 1
DNK040 1
DNK040 1
DNK040 1
DNK041 1
DNK041 1
DNK041 1
DNK042 1
DNK042 1
DNK042 1
DNK043 1
DNK043 1
DNK043 1
DNK044 1
DNK044 1
DNK044 1
DNK045 1
DNK045 1
DNK045 1
DNK046 1
DNK046 1
DNK046 1
DNK047 1
DNK047 1
DNK047 1
DNK048 1
DNK048 1
DNK048 1
DNK049 1
DNK049 1
DNK049 1
DNK050 1
DNK050 1
DNK050 1
DNK051 1
DNK051 1
DNK051 1
DNK052 1
DNK052 1
DNK052 1
DNK053 1
DNK053 1
DNK053 1
DNK054 1
DNK054 1
DNK054 1
DNK055 1
DNK055 1
DNK055 1
DNK056 1
DNK056 1
DNK056 1
DNK057 1
DNK057 1
DNK057 1
DNK058 1
DNK058 1
DNK058 1
DNK059 1
DNK059 1
DNK059 1
DNK060 1
DNK060 1
DNK060 1
DNK061 1
DNK061 1
DNK061 1
DNK062 1
DNK062 1
DNK062 1
DNK063 1
DNK063 1
DNK063 1
DNK064 1
DNK064 1
DNK064 1
DNK065 1
DNK065 1
DNK065 1
DNK066 1
DNK066 1
DNK066 1
DNK067 1
DNK067 1
DNK067 1
DNK068 1
DNK068 1
DNK068 1
DNK069 1
DNK069 1
DNK069 1
DNK070 1
DNK070 1
DNK070 1
DNK071 1
DNK071 1
DNK071 1
DNK072 1
DNK072 1
DNK072 1
DNK073 1
DNK073 1
DNK073 1
DNK074 1
DNK074 1
DNK074 1
DNK075 1
DNK075 1
DNK075 1
DNK076 1
DNK076 1
DNK076 1
DNK077 1
DNK077 1
DNK077 1
DNK078 1
DNK078 1
DNK078 1
DNK079 1
DNK079 1
DNK079 1
DNK080 1
DNK080 1
DNK080 1
DNK081 1
DNK081 1
DNK081 1
DNK082 1
DNK082 1
DNK082 1
DNK083 1
DNK083 1
DNK083 1
DNK084 1
DNK084 1
DNK084 1
DNK085 1
DNK085 1
DNK085 1
DNK086 1
DNK086 1
DNK086 1
DNK087 1
DNK087 1
DNK087 1
DNK088 1
DNK088 1
DNK088 1
DNK089 1
DNK089 1
DNK089 1
DNK090 1
DNK090 1
DNK090 1
DNK091 1
DNK091 1
DNK091 1
DNK092 1
DNK092 1
DNK092 1
DNK093 1
DNK093 1
DNK093 1
DNK094 1
DNK094 1
DNK094 1
DNK095 1
DNK095 1
DNK095 1
DNK096 1
DNK096 1
DNK096 1
DNK097 1
DNK097 1
DNK097 1
DNK098 1
DNK098 1
DNK098 1
DNK099 1
DNK099 1
DNK099 1
