vid percent
DNK001 0
DNK001 0
DNK001 0
DNK002 0
DNK002 0
DNK002 0
DNK003 0
DNK003 0
DNK003 0
DNK004 0
DNK004 0
DNK004 0
DNK005 0
DNK005 0
DNK005 0
DNK006 0
DNK006 0
DNK006 0
DNK007 0
DNK007 0
DNK007 0
DNK008 0
DNK008 0
DNK008 0
DNK009 0
DNK009 0
DNK009 0
DNK010 0
DNK010 0
DNK010 0
DNK011 0
DNK011 0
DNK011 0
DNK012 0
DNK012 0
DNK012 0
DNK013 0
DNK013 0
DNK013 0
DNK014 0
DNK014 0
DNK014 0
DNK015 0
DNK015 0
DNK015 0
DNK016 0
DNK016 0
DNK016 0
DNK017 0
DNK017 0
DNK017 0
DNK018 0
DNK018 0
DNK018 0
DNK019 0
DNK019 0
DNK019 0
DNK020 0
DNK020 0
DNK020 0
DNK021 0
DNK021 0
DNK021 0
DNK022 0
DNK022 0
DNK022 0
DNK023 0
DNK023 0
DNK023 0
DNK024 0
DNK024 0
DNK024 0
DNK025 0
DNK025 0
DNK025 0
DNK026 0
DNK026 0
DNK026 0
DNK027 0
DNK027 0
DNK027 0
DNK028 0
DNK028 0
DNK028 0
DNK029 0
DNK029 0
DNK029 0
DNK030 0
DNK030 0
DNK030 0





