vid percent
DNK001 0
DNK001 0
DNK001 0
DNK002 0
DNK002 0
DNK002 0
DNK003 0
DNK003 0
DNK003 0
DNK004 0
DNK004 0
DNK004 0
DNK005 0
DNK005 0
DNK005 0
DNK006 0
DNK006 0
DNK006 0
DNK007 0
DNK007 0
DNK007 0
DNK008 0
DNK008 0
DNK008 0
DNK009 0
DNK009 0
DNK009 0
DNK010 0
DNK010 0
DNK010 0
DNK011 0
DNK011 0
DNK011 0
DNK012 0
DNK012 0
DNK012 0
DNK013 0
DNK013 0
DNK013 0
DNK014 0
DNK014 0
DNK014 0
DNK015 0
DNK015 0
DNK015 0
DNK016 0
DNK016 0
DNK016 0
DNK017 0
DNK017 0
DNK017 0
DNK018 0
DNK018 0
DNK018 0
DNK019 0
DNK019 0
DNK019 0
DNK020 0
DNK020 0
DNK020 0
DNK021 0
DNK021 0
DNK021 0
DNK022 0
DNK022 0
DNK022 0
DNK023 0
DNK023 0
DNK023 0
DNK024 0
DNK024 0
DNK024 0
DNK025 0
DNK025 0
DNK025 0
DNK026 0
DNK026 0
DNK026 0
DNK027 0
DNK027 0
DNK027 0
DNK028 0
DNK028 0
DNK028 0
DNK029 0
DNK029 0
DNK029 0
DNK030 0
DNK030 0
DNK030 0
DNK010 0
DNK010 0
DNK010 0
DNK011 0
DNK011 0
DNK011 0
DNK012 0
DNK012 0
DNK012 0
DNK013 0
DNK013 0
DNK013 0
DNK014 0
DNK014 0
DNK014 0
DNK015 0
DNK015 0
DNK015 0
DNK016 0
DNK016 0
DNK016 0
DNK017 0
DNK017 0
DNK017 0
DNK018 0
DNK018 0
DNK018 0
DNK019 0
DNK019 0
DNK019 0
DNK020 0
DNK020 0
DNK020 0
DNK021 0
DNK021 0
DNK021 0
DNK022 0
DNK022 0
DNK022 0
DNK023 0
DNK023 0
DNK023 0
DNK024 0
DNK024 0
DNK024 0
DNK025 0
DNK025 0
DNK025 0
DNK026 0
DNK026 0
DNK026 0
DNK027 0
DNK027 0
DNK027 0
DNK028 0
DNK028 0
DNK028 0
DNK029 0
DNK029 0
DNK029 0
DNK030 0
DNK030 0
DNK030 0
DNK031 0
DNK031 0
DNK031 0
DNK032 0
DNK032 0
DNK032 0
DNK033 0
DNK033 0
DNK033 0
DNK034 0
DNK034 0
DNK034 0
DNK035 0
DNK035 0
DNK035 0
DNK036 0
DNK036 0
DNK036 0
DNK037 0
DNK037 0
DNK037 0
DNK038 0
DNK038 0
DNK038 0
DNK039 0
DNK039 0
DNK039 0
DNK040 0
DNK040 0
DNK040 0
DNK041 0
DNK041 0
DNK041 0
DNK042 0
DNK042 0
DNK042 0
DNK043 0
DNK043 0
DNK043 0
DNK044 0
DNK044 0
DNK044 0
DNK045 0
DNK045 0
DNK045 0
DNK046 0
DNK046 0
DNK046 0
DNK047 0
DNK047 0
DNK047 0
DNK048 0
DNK048 0
DNK048 0
DNK049 0
DNK049 0
DNK049 0
DNK050 0
DNK050 0
DNK050 0
DNK051 0
DNK051 0
DNK051 0
DNK052 0
DNK052 0
DNK052 0
DNK053 0
DNK053 0
DNK053 0
DNK054 0
DNK054 0
DNK054 0
DNK055 0
DNK055 0
DNK055 0
DNK056 0
DNK056 0
DNK056 0
DNK057 0
DNK057 0
DNK057 0
DNK058 0
DNK058 0
DNK058 0
DNK059 0
DNK059 0
DNK059 0
DNK060 0
DNK060 0
DNK060 0
DNK061 0
DNK061 0
DNK061 0
DNK062 0
DNK062 0
DNK062 0
DNK063 0
DNK063 0
DNK063 0
DNK064 0
DNK064 0
DNK064 0
DNK065 0
DNK065 0
DNK065 0
DNK066 0
DNK066 0
DNK066 0
DNK067 0
DNK067 0
DNK067 0
DNK068 0
DNK068 0
DNK068 0
DNK069 0
DNK069 0
DNK069 0
DNK070 0
DNK070 0
DNK070 0
DNK071 0
DNK071 0
DNK071 0
DNK072 0
DNK072 0
DNK072 0
DNK073 0
DNK073 0
DNK073 0
DNK074 0
DNK074 0
DNK074 0
DNK075 0
DNK075 0
DNK075 0
DNK076 0
DNK076 0
DNK076 0
DNK077 0
DNK077 0
DNK077 0
DNK078 0
DNK078 0
DNK078 0
DNK079 0
DNK079 0
DNK079 0
DNK080 0
DNK080 0
DNK080 0
DNK081 0
DNK081 0
DNK081 0
DNK082 0
DNK082 0
DNK082 0
DNK083 0
DNK083 0
DNK083 0
DNK084 0
DNK084 0
DNK084 0
DNK085 0
DNK085 0
DNK085 0
DNK086 0
DNK086 0
DNK086 0
DNK087 0
DNK087 0
DNK087 0
DNK088 0
DNK088 0
DNK088 0
DNK089 0
DNK089 0
DNK089 0
DNK090 0
DNK090 0
DNK090 0
DNK091 0
DNK091 0
DNK091 0
DNK092 0
DNK092 0
DNK092 0
DNK093 0
DNK093 0
DNK093 0
DNK094 0
DNK094 0
DNK094 0
DNK095 0
DNK095 0
DNK095 0
DNK096 0
DNK096 0
DNK096 0
DNK097 0
DNK097 0
DNK097 0
DNK098 0
DNK098 0
DNK098 0
DNK099 0
DNK099 0
DNK099 0
