DNK001|1|10|100|15|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK002|1|9|100|15|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK003|1|8|100|15|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK004|1|8|100|15|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK005|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK006|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK007|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK008|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK009|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK010|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK011|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK012|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK013|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK014|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK015|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK016|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK017|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK018|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK019|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK020|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK021|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK022|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK023|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK024|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK025|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK026|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK027|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK028|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK029|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
DNK030|1|8|100|24|150|1000|20000|3|1|60|12|1|1.1|1.1|0.2|4|6|4|22|1
