DNK001|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK002|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK003|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK004|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK005|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK006|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK007|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK008|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK009|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK010|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK011|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK012|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK013|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK014|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK015|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK016|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK017|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK018|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK019|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK020|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK021|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK022|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK023|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK024|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK025|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK026|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK027|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK028|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK029|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK030|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK031|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK032|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK033|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK034|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK035|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK036|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK037|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK038|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK039|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK040|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK041|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK042|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK043|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK044|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK045|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK046|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK047|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK048|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK049|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK050|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK051|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK052|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK053|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK054|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK055|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK056|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK057|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK058|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK059|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK060|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK061|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK062|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK063|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK064|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK065|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK066|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK067|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK068|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK069|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK070|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK071|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK072|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK073|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK074|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK075|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK076|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK077|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK078|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK079|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
DNK080|2|4790|5|27.9|587|1500|26|2000|14000|3e+05|4|4|4
